time,seconds_elapsed,qz,qy,qx,qw,roll,pitch,yaw
1711545085152074500,15.581074462890625,-0.9282787442207336,-0.34595638513565063,0.011070101521909237,0.13597865402698517,-0.0964055210351944,-0.7014139294624329,2.8154003620147705
1711545085162069800,15.59106982421875,-0.9289947748184204,-0.34546250104904175,0.010095001198351383,0.13237246870994568,-0.0952337458729744,-0.7004193067550659,2.823709726333618
1711545085172061700,15.601061767578125,-0.9293915033340454,-0.3458437919616699,0.009926050901412964,0.1285494863986969,-0.0923827588558197,-0.7015475034713745,2.832880973815918
1711545085182077000,15.611076904296874,-0.9294180274009705,-0.3485721945762634,0.01075050700455904,0.12068130820989609,-0.08456521481275558,-0.708286464214325,2.852062940597534
1711545085192074500,15.621074462890626,-0.9294378161430359,-0.3498058617115021,0.0111418841406703,0.11686337739229202,-0.0806797444820404,-0.7113404273986816,2.861450433731079
1711545085202121500,15.63112158203125,-0.9291746020317078,-0.35177725553512573,0.012065215967595577,0.11287953704595566,-0.07562581449747086,-0.7161015272140503,2.8715009689331055
1711545085212075300,15.6410751953125,-0.9289605021476746,-0.35348013043403625,0.012089275754988194,0.10926131904125214,-0.07293211668729782,-0.7199937105178833,2.8799729347229004
1711545085222073900,15.651073974609375,-0.9288226962089539,-0.3549090027809143,0.011827599257230759,0.10577376931905746,-0.07090085744857788,-0.7232134938240051,2.887983798980713
1711545085232073700,15.66107373046875,-0.9287899136543274,-0.3559947907924652,0.011349257081747055,0.10241197049617767,-0.06934547424316406,-0.7256386280059814,2.895617961883545
1711545085242073300,15.6710732421875,-0.9288732409477234,-0.3567063808441162,0.010768511332571507,0.09919247776269913,-0.06800279021263123,-0.7272344827651978,2.9029369354248047
1711545085252074800,15.68107470703125,-0.9290801286697388,-0.35702818632125854,0.010139921680092812,0.09611546993255615,-0.06674618273973465,-0.7279824018478394,2.909985303878784
1711545085262069200,15.6910693359375,-0.9294024109840393,-0.3569812774658203,0.009471272118389606,0.0931977853178978,-0.06559409946203232,-0.7279276847839355,2.9167118072509766
1711545085272067000,15.701067138671876,-0.9298191070556641,-0.3566039204597473,0.00883050262928009,0.09051025658845901,-0.06447169184684753,-0.7271628379821777,2.9229819774627686
1711545085282073600,15.711073486328125,-0.93031907081604,-0.3559167683124542,0.008225039578974247,0.0881022959947586,-0.06342404335737228,-0.7257299423217773,2.92866587638855
1711545085292073700,15.72107373046875,-0.9309000968933105,-0.3549342453479767,0.007522938773036003,0.08596540987491608,-0.0627814456820488,-0.723630964756012,2.9336538314819336
1711545085302075000,15.731074951171875,-0.9315615296363831,-0.35367274284362793,0.006605346221476793,0.0840538963675499,-0.06280352920293808,-0.720880389213562,2.937944173812866
1711545085312074800,15.74107470703125,-0.9323007464408875,-0.3521513342857361,0.005404283292591572,0.08231377601623535,-0.06361357867717743,-0.7175113558769226,2.9416065216064453
1711545085322078200,15.751078125,-0.9331145882606506,-0.3503971993923187,0.003947988618165255,0.08064312487840652,-0.06505334377288818,-0.7135981321334839,2.944917678833008
1711545085332075500,15.761075439453125,-0.9339983463287354,-0.34843870997428894,0.0023289532400667667,0.07894392311573029,-0.06681240350008011,-0.7092305421829224,2.948201894760132
1711545085342062000,15.77106201171875,-0.9346901178359985,-0.3473190367221832,-0.001895040855742991,0.07563268393278122,-0.07377851009368896,-0.7062491774559021,2.9529061317443848
1711545085352075800,15.78107568359375,-0.9351474046707153,-0.34645357728004456,-0.0038116443902254105,0.07385576516389847,-0.0765748918056488,-0.7041776180267334,2.9558191299438477
1711545085362078500,15.791078369140624,-0.9357778429985046,-0.3451114594936371,-0.0055067106150090694,0.07202489674091339,-0.07863044738769531,-0.7011568546295166,2.959192991256714
1711545085372074500,15.801074462890625,-0.936682403087616,-0.34305310249328613,-0.006467422936111689,0.06999143958091736,-0.07849610596895218,-0.6967887282371521,2.9639012813568115
1711545085382073900,15.811073974609375,-0.9374843239784241,-0.34126266837120056,-0.007267029490321875,0.06789787113666534,-0.0780283585190773,-0.6930285096168518,2.968806743621826
1711545085392073500,15.821073486328125,-0.9381580948829651,-0.33982837200164795,-0.007917650043964386,0.06567621231079102,-0.0772199034690857,-0.6900626420974731,2.9740443229675293
1711545085402073900,15.831073974609374,-0.938687801361084,-0.33881068229675293,-0.0083989342674613,0.06326140463352203,-0.07597608864307404,-0.6880244016647339,2.97977876663208
